code;traduction;paragraphe;marqueur;ecritures_rattachees
59-1219;VGR;111;Ce n’est pas le fait d’avoir un bébé qui la sauve, mais c’est parce qu’elle élève ses enfants, qu’elle fait son devoir, au lieu d’élever des chats, des chiens et n’importe quoi d’autre, ce qui va pren;(aucune ref proche)
59-1219;VGR;122;Alors, quand ils parlent dans une langue inconnue, la Bible déclare qu’ils doivent se parler à eux, à eux-mêmes et à Dieu. Celui qui parle dans une langue inconnue s’édifie lui-même. Or là, il s’agit ;(aucune ref proche)
59-1219;VGR;129;Or, il y a une différence entre une prophétie et un prophète. La prophétie va de l’un à l’autre, mais un prophète est prophète de naissance, dès le berceau. Ils ont l’AINSI DIT LE SEIGNEUR! Eux, pas q;(aucune ref proche)
59-1219;VGR;138;Alors, après que vous êtes entrés comme ça, voilà le pasteur qui arrive. Il est rafraîchi. Il n’a pas à répondre à ceci, à cela et à autre chose. Il sort tout droit de la—la rosée de son ministère. Il;(aucune ref proche)
59-1219;VGR;147;Vous dites : “Je ne le peux pas.” La Bible dit que vous le pouvez. Voyez? Donc, ça—ça règle la question. Voyez? Qu’on se taise.;Hebreux 6:4, Jean 5:24, Jean 6:0
59-1219;VGR;156;Et le père Noël, c’est une histoire inventée. (J’espère que je ne blesse personne, je pense aux enfants.) Mais je vais vous dire une chose. Il n’y a pas longtemps — environ vingt-cinq ou trente ans — ;Hebreux 6:4, Jean 5:24, Jean 6:0, Hebreux 10:0
59-1219;VGR;162;Or, cette question est vraiment épineuse. Voyez? Maintenant il faut faire attention. Maintenant, souvenez-vous, ce que nous croyons et enseignons dans cette église, ce n’est pas que tous ceux qui vien;Jean 5:24, Jean 6:0, Hebreux 10:0
59-1219;VGR;171;Maintenant, je vais vous présenter ça un peu comme une parabole, pour m’assurer que vous le voyiez, que ça ne vous échappe pas. Il écrit donc à ces Juifs. Certains d’entre eux sont des croyants fronta;(aucune ref proche)
59-1219;VGR;178;"Maintenant, voyez-vous ce qu’il dit? Maintenant regardez bien. Il y avait cette question ici; ensuite nous allons terminer. C’est une chose qui m’a déchiré pendant des années.";Hebreux 6:0
59-1219;VGR;189;Eh bien, tout de suite après ça, un de mes bons amis, Frère Davis (vous savez), s’est mis à dire que j’étais une marionnette. Ça, c’est un jouet de fille, vous savez. Et alors, j’étais célibataire, et;Hebreux 6:0, Hebreux 6:0
59-1219;VGR;195;"La vision a disparu; et de nouveau je suis tombé sur ça : “Les chardons qui sont près d’être rejetés.” Et là j’ai saisi. Jésus a dit : “La pluie tombe sur les justes et sur les injustes.” Un homme peu";Hebreux 6:0
59-1219;VGR;202;"Je vous en prie, ne me prenez pas pour un extrémiste. Si je l’ai été, ce n’était pas mon intention. Si je… J’espère bien avoir répondu à ces questions; j’y ai répondu, pour autant que je sache.";Hebreux 6:0
59-1219;VGR;213;Toujours est-il que je suis allé à l’hôpital. Busty était là, étendu, le cancer s’était tellement répandu en lui que les médecins n’ont même pas voulu, ils n’ont rien fait, ils l’ont recousu, c’est to;(aucune ref proche)
59-1223;VGR;1;Tu as un sujet de prédication? [Quelqu’un dit : “Non, monsieur.” — N.D.É.] Et Frère Beeler, là? [“Lui, je ne sais pas.”] Frère Beeler, est-ce que tu as un message pour ce soir? [Frère Beeler dit : “No;Hebreux 6:4, Hebreux 10:26, Romains 7:25
59-1223;VGR;7;Et maintenant, je pensais que peut-être… J’avais l’intention de parler, et j’avais dit que j’allais parler ce soir, sur : Nous avons vu Son Étoile en Orient, et nous sommes venus pour QUESTIONS ET RÉP;(aucune ref proche)
59-1223;VGR;15;Alors, ensemble, avec cette glorieuse Église du Dieu vivant, inclinons maintenant la tête pendant un instant. Et que chacun de vous, à sa manière, prie que Dieu oigne ces tissus. Maintenant, je cite d;(aucune ref proche)
59-1223;VGR;22;Maintenant, vous qui êtes au fond, m’entendez-vous assez bien, là-bas, au fond, ce soir? Tant mieux. Je pense que nous serons vraiment heureux quand nous aurons une autre église ici, parce que ces pet;(aucune ref proche)
59-1223;VGR;29;Donc j’apprécie vos prières. Et, avec l’aide de Dieu et par Sa grâce : un très Joyeux Noël à chacun de vous. Souvenez-vous de ce que je dis souvent : il n’est pas question de père Noël, ceci c’est pou;Apocalypse 22:0
59-1223;VGR;40;Or, dans cet homme se trouvaient certains des esprits qui avaient été chassés des pourceaux à Gadara. Certains de ces pauvres gens sont là, dans l’asile d’aliénés, à se taper la tête contre les barrea;Apocalypse 22:0, Jean 5:24, Jean 6:0
59-1223;VGR;48;"Nous avons reçu la question ici, il y a quelques instants, ici, quelque part, sur la prédestination, ça rejoint la même chose. Vous devenez une partie de Dieu; et si Dieu, dans cette grande Colonne de";Jean 5:24, Jean 6:0
59-1223;VGR;55;Maintenant, remarquez. Nous allons quelque part par ici et nous nous procurons un beau gros grain de maïs. C’est le grain de maïs le plus parfait qu’il y ait dans le pays. Et je vais… Eh bien, grain o;(aucune ref proche)
59-1223;VGR;62;"Or, un droit d’aînesse, qu’est-ce que c’est? C’est un droit. Voilà ce que j’essaie de vous dire maintenant. Le Saint-Esprit est votre Droit d’aînesse; c’est votre Droit d’aînesse. C’est le droit que D";(aucune ref proche)
59-1223;VGR;72;"L’Esprit qui était sur Élie est venu sur Élisée, une double portion; sept cents ans plus tard ou huit cents ans plus tard, il est venu sur Jean-Baptiste, et l’a fait agir… Regardez comment Élie, regar";(aucune ref proche)
59-1223;VGR;81;Et je disais : “Je ne pourrai jamais être Chrétien.” Mais je vais vous dire une chose : ce soir-là, sur l’avenue Ohio, là- bas, quand le Saint-Esprit est entré en moi, cette question de tempérament co;Romains 7:0, Romains 7:22
59-1223;VGR;90;Alors, à ce moment-là, bien sûr, les démons sont sortis d’eux, puisque les pourceaux ont été tués. Cela leur a provoqué une QUESTIONS ET RÉPONSES 477 crise. Ils ont eu une crise, comme n’importe qui. ;Romains 7:0, Romains 7:22
59-1223;VGR;99;Donc, à l’intérieur, ce subconscient (voyez?), c’est là que votre pensée… Or, Jésus a dit : “Si un homme ne naît de nouveau.” (Bon, ce n’est pas celui-là que je voulais.) “En vérité, en vérité, Je te ;(aucune ref proche)
59-1223;VGR;109;Je vais vous dire ce qu’il faut faire. Voici ce que j’ai remarqué — ma femme et moi. Ensuite je vais me dépêcher de revenir à ceci, parce qu’il ne me reste que quelques minutes, et j’ai encore quelque;Jeremie 1:4, Ephesiens 1:0
59-1223;VGR;119;Oh! la la! N’auriez-vous pas aimé être assis là, à écouter certaines de ces choses? Eh bien, nous le sommes. Bien sûr! C’est le même Saint-Esprit. Il a dit là, qu’assis ensemble dans les lieux céleste;(aucune ref proche)
59-1223;VGR;128;Vous ne… L’église… Je ne crois pas que, de ce côté-ci de— de l’éternité, nous pourrons jamais nous rendre compte — de ce que vous êtes, de la position que vous avez, où Dieu vous a placés, vous qui êt;Jean 1:8, Jean 1:8
59-1223;VGR;138;Bon! Oh! la la! Regardez, ce jour-là, quand l’ennemi s’avançait contre David. Celui-ci a donné à chacun une ration QUESTIONS ET RÉPONSES 487 de vin et—et une—une portion de viande et du pain. Et—et qu;Jean 1:8, Jean 1:8
59-1223;VGR;144;Là, vous étiez dans le monde, vous disiez, oh, vous savez, le luxe, les beaux vêtements, ou quelque chose de joli. Et : “Bof!” La religion, on laisse ça de côté. Voyez? “Oh, je vais à l’église, bien s;(aucune ref proche)
59-1223;VGR;154;Ils étaient tous assis là, et tout à coup il vint du Ciel un bruit comme celui d’un vent impétueux. Il remplit toute la maison où ils étaient assis. Quelque chose a commencé à se produire. Ils sont so;Actes 2:0
59-1223;VGR;168;Vous dites : “Croyez-vous qu’on reçoit le Saint-Esprit de la même manière qu’eux l’ont fait, ici? Je lisais dans la Bible, ici, dans Actes 2, où il est dit qu’ils, que le Saint-Esprit a été répandu, e;Actes 2:0, Ephesiens 4:30, Hebreux 4:6, Hebreux 6:4, Hebreux 10:26, Deuteronome 1:0
59-1223;VGR;176;Qu’est-ce que vous faites? Qu’est-ce qu’on fait, en Canaan? Ils faisaient valoir leurs droits. Gloire! Ils faisaient valoir leurs droits. Et ils n’ont pas pu faire valoir leurs droits avant d’être QUE;(aucune ref proche)
59-1223;VGR;182;Vous dites : “Oh, minute, là, Frère Branham.” Un instant! C’est ce que fera l’esprit antichrist. Avez-vous remarqué les deux chefs qu’il y avait? Qui était Judas Iscariot? Le diable! La Bible dit qu’i;(aucune ref proche)
61-0112;VGR;3;Et ici, il n’y a rien—rien… Parfois, la raison pour laquelle je dis “les hommes”, c’est que parfois les hommes, entre hommes, peuvent poser une question à laquelle on ne pourrait pas répondre en prése;(aucune ref proche)
61-0112;VGR;10;Bon, les noms ne sont pas inscrits, sur quelques-unes le nom est inscrit, mais je—je ne donnerai pas le nom des gens, parce que, seulement—seulement la question, je vais juste lire la question. Il n’y;(aucune ref proche)
61-0112;VGR;17;Même si c’est la question de quelqu’un d’autre, pas nécessairement votre question à vous, mais même si c’est la question de quelqu’un d’autre, peut-être quelque chose qui ne vous était jamais venu à l;(aucune ref proche)
61-0112;VGR;26;Maintenant, j’ai environ quatre questions ici, qui sont sur, qui se trouvent sur un—qui se trouvent sur un bout de papier, et je les ai numérotées : un, deux, trois, quatre, cinq, six…huit, dix, et ai;(aucune ref proche)
61-0112;VGR;34;Dernièrement, la question m’a été posée par de très précieux frères, qui m’ont dit : “Maintenant que nous sommes entrés dans cette Voie, Frère Branham, maintenant que nous avons trouvé le QUESTIONS ET;(aucune ref proche)
61-0112;VGR;42;Mais, vous voyez, ce n’est pas Frère Branham qui vous adresse cet appel, c’est le Seigneur Jésus qui vous adresse cet appel. Voyez? Et, si c’est le Seigneur Jésus qui vous adresse cet appel, c’est Lui;(aucune ref proche)
61-0112;VGR;48;Voilà une bonne question, une très bonne question : “Comment…” C’est le genre de question qui pourrait se poser parmi bon nombre d’entre nous ici, ce soir : “Comment reconnaître légitimement?” Bon, je;(aucune ref proche)
61-0112;VGR;59;Vous voyez ce que je veux dire? Vous pouvez voir la voie dans laquelle le Seigneur vous a appelé, quelle est votre position dans le Corps. Y a-t‑il une question? 110. Est-ce que toutes les personnes r;(aucune ref proche)
61-0112;VGR;68;Mais maintenant, une fois que le stade avancé a été atteint, voici la question qui se pose : “Alors, dois-je simplement m’arrêter là?” Non! Non, le maïs parvient à maturité. Voyez? 510 CONDUITE, ORDRE;(aucune ref proche)
61-0112;VGR;75;Maintenant je continue à avancer, vers le Saint-Esprit. Voyez? Et quand je pénètre ici, je suis dans le Saint-Esprit, par un baptême. Pas vrai? Qu’est-ce que le Saint-Esprit produit? Il me donne la pu;(aucune ref proche)
61-0112;VGR;92;J’ai vu ceux qui exécutent la danse du serpent, dans le désert, alors qu’ils enroulent un grand serpent autour d’eux, et se promènent en parlant — le magicien sort, comme ça, et ils parlent en langues;Esaie 28:0
61-0112;VGR;100;Je voudrais vous poser une question, frères : avez-vous déjà senti le Saint-Esprit vous secouer tellement que vous n’arriviez quasiment plus à parler, vous restez assis là pendant un moment, assis là ;(aucune ref proche)
61-0112;VGR;114;On a cette question-là quelque part plus loin. C’est pour ça que je la retenais comme ceci, c’est qu’on a la même chose : “Doivent-ils se taire?” Vous voyez? C’est pour ça que j’avais limité ma répons;Actes 2:4
61-0112;VGR;122;Y a-t‑il une autre question, là? [Frère Roy Roberson dit : “Eh bien, Frère Branham, je crois que nous avons vu cela se produire dans une ligne de prière : cette jeune fille de langue espagnole.” — N.D;(aucune ref proche)
61-0112;VGR;132;De ce qu’Il veut, c’est exact. Tout à fait exact. Et là regardez de quoi il est rempli, alors vous saurez si c’est le Saint-Esprit ou pas que vous avez reçu, alors. Voyez? Il suffit de regarder de quo;(aucune ref proche)
61-0112;VGR;139;Mais à partir de ceci, je pourrais aller tout là-bas. Vous voyez ce que je veux dire? Je pourrais passer d’une extrémité à l’autre, QUESTIONS ET RÉPONSES 521 ou je pourrais peut-être aller au milieu, ;(aucune ref proche)
61-0112;VGR;151;Lorsque vous, les ministres, vous corrigez des gens au sujet d’un don, que vous les corrigez, que vous les corrigez par l’Écriture, et qu’ils s’offensent, souvenez-vous, ce n’était pas l’Esprit de Die;(aucune ref proche)
61-0112;VGR;163;Voyez, ça, c’est une réunion habituelle des saints. Je pense que c’était comme ça dans la Bible, parce que Paul a dit : “Si quelqu’un prophétise, et si quelque chose est prophétisé, si quelque chose…s;(aucune ref proche)
61-0112;VGR;169;“Avez-vous peur de faire une erreur, Frère Branham, de dire à un homme quelque chose comme ça?” Et sur l’estrade, de dire à un homme qu’il est infidèle à sa femme, qu’il a eu un bébé d’une autre femme;(aucune ref proche)
61-0112;VGR;176;Eh bien, l’écriteau, ce n’est pas pour ça. Mais cet homme, juste au moment où nous montions dans la voiture, et Frère Banks le sait, j’avais dû, pour une raison ou pour une autre, j’étais resté à atte;(aucune ref proche)
61-0112;VGR;190;Nous ne sommes pas restés là plus de dix minutes, n’est- ce pas, Frère Banks? À peu près, de sept à dix minutes. Nous sommes ressortis, nous avons repris la route, et en faisant route, lui et moi, et ;(aucune ref proche)
61-0112;VGR;205;Bon, par exemple, bien des gens disent : “Fiou! Frère, je sais que j’ai reçu le Saint-Esprit! Alléluia! Dieu soit loué!” Mais ils n’ont toujours pas le Saint-Esprit. Ils pourraient parler en langues, ;Hebreux 6:0
61-0112;VGR;211;Maintenant, nous en venons à une grande question, là, vous voyez, sur l’élection, vous voyez. Donc, c’est que, il faut qu’on soit cela. Vous le comprenez.;Hebreux 6:0, Actes 2:38, Matthieu 28:19
61-0112;VGR;218;Mais ce poisson était un poisson au commencement. Il a simplement été mis au service du Maître, c’est tout, mis dans un autre étang, où c’était mieux, plus clair. Mais Lui, Il continue à pêcher au fil;Hebreux 6:0, Actes 2:38, Matthieu 28:19
61-0112;VGR;231;“Mais, à quelle sorte d’église est-ce que je prêcherais, si j’enseignais ça, le Saint-Esprit et tout ce genre de chose? Voyons, ce que j’aurais, c’est des sièges vides. Mes méthodistes prendraient la ;Actes 2:38, Actes 2:4
61-0112;VGR;241;Paul a parlé, là aussi dans Corinthiens, le passage sur lequel portait votre question, il a dit : “Il y a les langues des anges, et il y a les langues des hommes.” Or, les langues des anges, c’est lor;Actes 2:4, Actes 2:4
